295;"PREPARO E EMPREGO DA FORÇA AÉREA";"0621";2010;
296;"PREPARO E EMPREGO DO PODER NAVAL";"0622";2010;
297;"SEGURANÇA DE VÔO E CONTROLE DO ESPAÇO AÉREO BRASILEIRO";"0623";2010;
298;"SERVICO DE SAUDE DO EXERCITO";"0624";2010;
299;"GESTÃO DA POLÍTICA DE DEFESA NACIONAL";"0625";2010;
300;"REAPARELHAMENTO E ADEQUAÇÃO DA MARINHA DO BRASIL";"0626";2010;
301;"TECNOLOGIA DE USO AEROESPACIAL";"0627";2010;
302;"REAPARELHAMENTO E ADEQUAÇÃO DO EXÉRCITO BRASILEIRO";"0628";2010;
303;"TECNOLOGIA DE USO NAVAL";"0629";2010;
304;"DESENVOLVIMENTO DA AVIAÇÃO CIVIL";"0630";2010;
305;"DESENVOLVIMENTO DA INFRA-ESTRUTURA AEROPORTUÁRIA";"0631";2010;
306;"REAPARELHAMENTO E ADEQUAÇÃO DA FORÇA AÉREA BRASILEIRA";"0632";2010;
307;"ENSINO PROFISSIONAL DA MARINHA";"0633";2010;
308;"SERVICO DE SAUDE DA AERONAUTICA";"0634";2010;
309;"SERVICO DE SAUDE DA MARINHA";"0635";2010;
310;"ASSISTENCIA E COOPERACAO DO EXERCITO A SOCIEDADE CIVIL";"0636";2010;
311;"SERVIÇO DE SAÚDE DAS FORÇAS ARMADAS";"0637";2010;
312;"ENSINO PROFISSIONAL DO EXÉRCITO";"0638";2010;
313;"SEGURANÇA DA NAVEGAÇÃO AQUAVIÁRIA";"0639";2010;
314;"ENSINO PROFISSIONAL DA AERONÁUTICA";"0640";2010;
315;"INTELIGÊNCIA FEDERAL";"0641";2010;
316;"TECNOLOGIA DE USO TERRESTRE";"0642";2010;
317;"CALHA NORTE";"0643";2010;
318;"CONTROLE DE ARMAMENTOS, MUNICOES E EXPLOSIVOS";"0644";2010;
319;"ASSISTENCIA E COOPERACAO DA MARINHA A SOCIEDADE CIVIL";"0645";2010;
320;"ASSISTENCIA E COOPERACAO DA AERONAUTICA A SOCIEDADE CIVIL";"0646";2010;
