363;340;51;01/05/2012;01/02/2013;;;;;"1";TRUE;FALSE;FALSE;
364;341;51;01/05/2012;01/02/2013;;;;;"1";TRUE;FALSE;FALSE;
366;342;51;01/05/2012;01/02/2013;;;;;"1";TRUE;FALSE;FALSE;
367;343;51;01/05/2012;01/02/2013;;;;;"1";TRUE;FALSE;FALSE;
368;344;51;01/05/2012;01/02/2013;;;;;"1";TRUE;FALSE;FALSE;
370;346;51;01/05/2012;01/02/2013;;;;;"1";TRUE;FALSE;FALSE;
372;347;51;01/05/2012;01/02/2013;;;;;"1";TRUE;FALSE;FALSE;
377;348;51;01/08/2012;01/12/2013;;;;;"1";TRUE;FALSE;FALSE;
380;349;50;01/08/2012;01/12/2013;;;;;"1";TRUE;FALSE;FALSE;
381;350;50;01/05/2012;01/12/2013;;;;;"1";TRUE;FALSE;FALSE;
383;352;51;01/07/2012;31/12/2014;;;;;"1";TRUE;FALSE;FALSE;
384;353;51;01/07/2012;31/12/2014;;;;;"1";TRUE;FALSE;FALSE;
385;354;51;01/07/2012;31/12/2014;;;;;"1";TRUE;FALSE;FALSE;
386;355;51;01/07/2012;31/12/2014;;;;;"1";TRUE;FALSE;FALSE;
391;356;51;01/07/2012;31/12/2014;;;;;"1";TRUE;FALSE;FALSE;
392;357;51;01/07/2012;31/12/2014;;;;;"1";TRUE;FALSE;FALSE;
393;358;51;01/07/2012;31/12/2014;;;;;"1";TRUE;FALSE;FALSE;
394;359;51;01/07/2012;31/12/2014;;;;;"1";TRUE;FALSE;FALSE;
395;360;51;01/07/2012;31/12/2014;;;;;"1";TRUE;FALSE;FALSE;
396;361;51;01/07/2012;31/12/2014;;;;;"1";TRUE;FALSE;FALSE;
397;363;51;01/01/2013;31/12/2014;;;;;"1";TRUE;FALSE;FALSE;
398;362;51;30/07/2012;30/12/2014;;;;;"1";TRUE;FALSE;FALSE;
399;364;51;30/07/2012;30/12/2014;;;;;"1";TRUE;FALSE;FALSE;
400;365;51;30/07/2012;30/12/2014;;;;;"1";TRUE;FALSE;FALSE;
401;366;51;30/07/2012;30/12/2014;;;;;"1";TRUE;FALSE;FALSE;
403;367;51;30/07/2012;30/12/2014;;;;;"1";TRUE;FALSE;FALSE;
404;368;51;30/07/2012;30/12/2014;;;;;"1";TRUE;FALSE;FALSE;
410;369;51;30/07/2012;30/12/2014;;;;;"1";TRUE;FALSE;FALSE;
421;160;1;30/12/2010;30/12/2012;30/08/2012;27/11/2012;;31/03/2014;"4";TRUE;FALSE;FALSE;
432;140;4;30/05/2009;30/03/2012;;30/05/2009;30/05/2012;30/05/2012;"1";TRUE;FALSE;FALSE;
433;206;2;30/09/2011;31/01/2013;;30/09/2011;;30/06/2014;"3";TRUE;FALSE;FALSE;
434;160;2;31/07/2011;31/10/2012;;31/07/2011;31/10/2012;;"5";TRUE;FALSE;FALSE;
435;162;2;31/10/2011;28/02/2013;;31/10/2011;;31/03/2013;"9";TRUE;FALSE;FALSE;
438;216;3;31/12/2004;31/12/2004;;;31/12/2004;;"3";TRUE;FALSE;FALSE;
439;151;2;31/10/2011;30/11/2012;;31/10/2011;;31/12/2013;"2";TRUE;FALSE;FALSE;
440;389;1;01/12/2012;31/12/2013;01/05/2013;;;;"1";TRUE;FALSE;FALSE;
441;390;4;01/09/2010;31/12/2010;;;;;"1";TRUE;FALSE;FALSE;
442;390;1;01/12/2011;31/01/2013;;;;30/03/2013;"2";TRUE;FALSE;FALSE;
443;391;1;01/07/2012;31/01/2014;;;;;"1";TRUE;FALSE;FALSE;
444;392;4;01/03/2012;30/04/2013;01/04/2013;;;30/05/2014;"1";TRUE;FALSE;FALSE;
445;392;1;01/02/2013;31/05/2014;01/04/2013;;;30/05/2014;"2";TRUE;FALSE;FALSE;
446;393;4;01/12/2010;30/06/2012;;01/12/2010;30/06/2012;;"1";TRUE;FALSE;FALSE;
447;393;2;01/08/2012;30/09/2012;;;;;"2";TRUE;FALSE;FALSE;
448;393;1;01/05/2012;28/02/2013;;01/05/2012;30/07/2013;;"3";TRUE;FALSE;FALSE;
449;394;4;01/12/2010;31/03/2011;;;;;"1";TRUE;FALSE;FALSE;
450;394;1;01/05/2012;31/01/2013;;;;;"2";TRUE;FALSE;FALSE;
451;395;4;01/10/2011;31/12/2012;;;;28/02/2014;"1";TRUE;FALSE;FALSE;
452;395;1;01/09/2012;30/04/2014;;;;;"2";TRUE;FALSE;FALSE;
453;396;6;01/08/2012;30/05/2014;;;;;"1";TRUE;FALSE;FALSE;
458;400;4;01/01/2008;31/05/2008;;;;;"1";TRUE;FALSE;FALSE;
459;400;1;01/02/2010;28/02/2013;;;;;"2";TRUE;FALSE;FALSE;
462;415;1;08/02/2013;10/09/2013;;;;;"1";TRUE;FALSE;FALSE;
464;419;1;04/06/2010;14/11/2011;;;;;"1";TRUE;FALSE;FALSE;
465;417;1;12/05/2010;12/05/2012;;;;;"1";TRUE;FALSE;FALSE;
466;422;1;03/04/2012;30/11/2013;;;;;"1";TRUE;FALSE;FALSE;
467;425;1;26/04/2012;01/09/2012;;;;;"1";TRUE;FALSE;FALSE;
468;427;1;31/05/2012;31/05/2013;;;;;"1";TRUE;FALSE;FALSE;
469;428;1;29/06/2012;30/06/2013;;;;;"1";TRUE;FALSE;FALSE;
471;430;1;17/12/2010;17/12/2011;;;01/12/2011;;"1";TRUE;FALSE;FALSE;
472;424;1;20/03/2012;05/07/2012;;;;;"1";TRUE;FALSE;FALSE;
473;434;1;01/05/2011;23/11/2011;;;;;"1";TRUE;FALSE;FALSE;
474;435;1;13/09/2010;01/12/2013;;;;;"1";TRUE;FALSE;FALSE;
475;436;1;20/12/2012;01/06/2014;;;;;"1";TRUE;FALSE;FALSE;
476;437;1;13/12/2011;18/06/2012;;;;;"1";TRUE;FALSE;FALSE;
477;454;1;30/01/2013;30/12/2013;;;;;"1";TRUE;FALSE;FALSE;
478;409;1;01/11/2012;30/09/2015;;;;;"1";TRUE;FALSE;FALSE;
479;403;1;06/08/2012;01/04/2014;;;;01/10/2014;"1";TRUE;FALSE;FALSE;
482;456;1;28/06/2011;09/12/2012;;;;;"1";TRUE;FALSE;FALSE;
483;457;4;19/07/2011;30/09/2011;;19/07/2011;06/02/2012;;"1";TRUE;FALSE;FALSE;
484;457;50;28/01/2011;28/12/2012;20/08/2012;26/04/2013;;30/05/2014;"2";TRUE;FALSE;FALSE;
485;458;1;12/02/2011;26/03/2012;;;;;"1";TRUE;FALSE;FALSE;
486;459;1;09/02/2011;22/06/2012;;;;;"1";TRUE;FALSE;FALSE;
487;464;1;16/10/2012;30/05/2013;;;;;"1";TRUE;FALSE;FALSE;
488;465;1;19/12/2012;30/06/2013;;;;;"1";TRUE;FALSE;FALSE;
489;468;3;01/02/2010;01/06/2010;30/08/2010;30/08/2010;30/03/2012;30/12/2011;"1";TRUE;FALSE;FALSE;
490;468;1;30/12/2010;30/12/2012;30/04/2012;30/04/2012;;30/05/2014;"2";TRUE;FALSE;FALSE;
491;46;4;30/09/2010;30/07/2011;;30/09/2010;29/07/2011;;"4";TRUE;FALSE;FALSE;
492;46;12;14/12/2011;14/12/2011;;04/11/2011;04/11/2011;;"5";TRUE;FALSE;FALSE;
493;214;4;30/09/2010;30/09/2010;30/04/2011;30/04/2011;30/04/2011;30/04/2011;"4";TRUE;FALSE;FALSE;
496;345;51;28/12/2011;28/12/2013;;;;;"2";TRUE;FALSE;FALSE;
497;163;51;17/04/2012;31/07/2014;;;;;"44";TRUE;FALSE;FALSE;
498;493;1;28/06/2012;28/04/2014;;;;;"1";TRUE;FALSE;FALSE;
499;276;4;02/09/2013;30/09/2013;;;;;"1";TRUE;FALSE;FALSE;
517;162;4;23/12/2011;20/04/2012;;23/12/2011;21/05/2012;;"10";TRUE;FALSE;FALSE;
519;469;3;04/04/2011;30/09/2011;;29/08/2011;13/01/2012;;"1";TRUE;FALSE;FALSE;
520;469;4;10/11/2011;30/05/2012;;10/10/2011;17/05/2012;;"2";TRUE;FALSE;FALSE;
521;469;1;30/07/2012;30/04/2014;;30/11/2012;;30/05/2014;"3";TRUE;FALSE;FALSE;
524;542;50;01/05/2012;30/04/2014;;;;;"1";TRUE;FALSE;FALSE;
530;183;1;08/03/2010;15/04/2014;;08/03/2010;;31/12/2015;"3";TRUE;FALSE;FALSE;
531;524;1;31/10/2012;01/04/2014;;31/10/2012;;;"1";TRUE;FALSE;FALSE;
532;579;1;26/08/2013;31/12/2013;;;;;"1";TRUE;FALSE;FALSE;
533;153;2;28/02/2012;31/12/2013;;28/02/2012;;;"2";TRUE;FALSE;FALSE;
534;580;1;10/09/2013;31/05/2014;;;;;"1";TRUE;FALSE;FALSE;
535;581;1;01/08/2013;31/12/2013;;;;;"1";TRUE;FALSE;FALSE;
536;582;1;07/10/2013;30/04/2014;;;;;"1";TRUE;FALSE;FALSE;
537;595;4;01/10/2013;29/11/2013;;;;;"2";TRUE;FALSE;FALSE;
538;595;3;01/10/2013;29/11/2013;;;;;"1";TRUE;FALSE;FALSE;
539;595;1;01/01/2014;30/04/2014;;;;;"3";TRUE;FALSE;FALSE;
540;597;1;01/12/2013;30/04/2014;;;;;"1";TRUE;FALSE;FALSE;
541;217;4;30/07/2012;31/01/2014;;04/02/2013;;;"2";TRUE;FALSE;FALSE;
542;179;1;29/11/2011;31/01/2014;;29/11/2011;;31/05/2014;"2";TRUE;FALSE;FALSE;
544;608;1;01/12/2013;30/04/2014;;;;;"1";TRUE;FALSE;FALSE;
545;609;50;01/12/2013;30/04/2014;;;;;"1";TRUE;FALSE;FALSE;
546;610;50;02/01/2014;30/04/2014;;;;;"1";TRUE;FALSE;FALSE;
547;611;1;02/12/2013;31/05/2014;;;;;"1";TRUE;FALSE;FALSE;
550;524;1;31/10/2012;01/04/2014;;31/10/2012;;01/07/2014;"2";TRUE;FALSE;FALSE;
556;646;10;05/07/2012;12/06/2014;;05/07/2012;;;"1";TRUE;FALSE;FALSE;
558;655;1;02/05/2013;30/04/2015;;02/05/2013;;;"1";TRUE;FALSE;FALSE;
559;657;1;01/07/2012;31/07/2014;;01/07/2012;;;"1";TRUE;FALSE;FALSE;
560;32;1;30/12/2010;30/08/2011;30/07/2011;30/07/2011;;20/05/2014;"5";TRUE;FALSE;FALSE;
