199;217;2;1;FALSE;"004/2013";"Complexo de Obras de Mobilidade Urbana que compreendem obras de reestruturação da malha viária da Av. Felizardo Firmino de Moura e Av. Napoleão Laureano (BR 226), trecho corresponndente a 4.780m (quatro mil setecentos e oitenta metros) de comprimento de 32m (trinta e dois metros) de largura.";03/09/2013;03/09/2015;4;;;TRUE;24589;;FALSE;
200;217;2;2;FALSE;"0171/2013";"Obras de Mobilidade Urbana para a Copa 2014, compreendendo a Reestruturação Geométrica das Avenidas Capitão Mor Gouveia e Jerônimo Câmara e Hidrógrafo Vital de Oliveira, constituindo sistema binário de trânsito, sendo trecho componente do "Lote 01".";09/10/2013;09/10/2017;4;;;TRUE;24589;;FALSE;
201;18;2;2;FALSE;"105/11-01";"Licença de Instalação nº 105/11-01 (Renovação)";15/01/2014;15/01/2015;4;;;TRUE;24608;;FALSE;
202;221;2;1;FALSE;"01/201-II";"Linha de Transmissão";06/01/2014;06/01/2016;4;;;TRUE;24699;;FALSE;
205;276;2;1;FALSE;"014/2013";"Reestruturação Urbanística da Orla Marítima de Natal na Praia de Ponta Negra e no trecho compreendido entre a Praia de Areia Preta e a Praia do Forte.";16/09/2013;16/09/2015;4;;;TRUE;24589;;FALSE;
206;221;2;2;FALSE;"16/2014-II";"Linha de Transmissão de Energia  138 kV Viracopos, visando atender ao aumento da demanda energética do Aeroporto Intl. De Viracopos/Campinas";25/03/2014;;4;;;TRUE;24699;;FALSE;
207;221;2;3;FALSE;"5007220";"Usinas de Asfalto";07/02/2014;05/03/2017;4;;;TRUE;24554;;FALSE;
208;221;2;3;FALSE;"5007219";"Usina Solo";05/03/2014;05/03/2018;4;;;TRUE;24554;;FALSE;
210;27;2;3;FALSE;"002/2014";"LO "Ad Referendum"";24/02/2014;24/02/2020;4;;;TRUE;25203;;FALSE;
211;9;2;2;FALSE;"47/2013";"Licença de Instalação nº 47/2013";26/07/2013;25/07/2016;4;;;TRUE;227;;FALSE;
212;647;2;2;FALSE;"91/2013-DL";"Licença de Instalação nº 91/2013-DL";21/01/2013;27/09/2015;4;;;TRUE;12958;;FALSE;
215;201;2;2;FALSE;"13/2013";"Licença de instalacao para obras viárias de restauracao da via expressa";27/05/2013;21/02/2015;4;;;TRUE;227;;FALSE;
216;212;2;1;FALSE;"099/2011";"Obra de alargamento da Avenida Alberto Craveiro nos bairros Castelão, Dias Macedo e Mata Galinha, Município de Fortale, Estado do Ceará";20/05/2011;20/05/2012;4;;;TRUE;25348;;FALSE;
217;212;2;1;FALSE;"112/2011";"Projeto de Ampliação da Ponte sobre o Riacho Martinho, na Avenida Alberto Craveiro, município de Fortaleza, Estado do Ceará.";09/06/2011;09/06/2012;4;;;TRUE;25348;;FALSE;
218;213;2;2;FALSE;"016/2012";"Projeto de Construção de OAE localizada na interseção de Alberto Craveiro com as Av. Pedro Ramalho e Paulino Rocha (rotatória do Castelão).";17/01/2012;17/08/2014;4;;;TRUE;25348;;FALSE;
