1;"Aeroportos";
3;"Cultura e Educação";
4;"Desenvolvimento Turístico";
5;"Energia";
6;"Estádios";
7;"Meio Ambiente";
8;"Mobilidade Urbana";
9;"Outros";
10;"Portos";
11;"Promoção Comercial e Tecnológica";
12;"Saneamento";
13;"Saúde";
14;"Segurança Pública";
15;"Telecomunicações";
16;"Centros de Treinamento";
17;"Estruturas Temporárias (Copa das Confederações)";
18;"Comunicação";
