272;277;258461.54;28000.00;TRUE;398;12;2;"1";FALSE;FALSE;
273;278;256410.26;21739.13;TRUE;398;124;2;"1";FALSE;FALSE;
275;280;6939487.18;588347.83;TRUE;398;124;2;"1";FALSE;FALSE;
276;281;1538461.54;130434.78;TRUE;398;122;2;"1";FALSE;FALSE;
277;282;4102564.10;872536.88;TRUE;398;113;2;"1";FALSE;FALSE;
280;285;1407179.49;119304.35;TRUE;398;122;2;"1";FALSE;FALSE;
281;286;3076923.08;157894.74;TRUE;398;119;2;"1";FALSE;FALSE;
284;298;16984615.38;1440000.00;TRUE;398;126;2;"1";FALSE;FALSE;
286;308;1282051.29;227800.00;TRUE;398;117;2;"1";FALSE;FALSE;
287;314;3076923.08;157895.00;TRUE;398;114;2;"1";FALSE;FALSE;
288;315;1025641.03;52632.00;TRUE;398;114;2;"1";FALSE;FALSE;
289;316;3589743.59;184211.00;TRUE;398;114;2;"1";FALSE;FALSE;
290;317;896410.26;76000.00;TRUE;398;127;2;"1";FALSE;FALSE;
296;323;11868352.44;971029.88;TRUE;398;128;2;"1";FALSE;FALSE;
298;153;40800000.00;;TRUE;110;;3;"3";FALSE;FALSE;
302;348;47600000.00;;TRUE;327;;3;"1";FALSE;FALSE;
303;349;27600000.00;;TRUE;327;;3;"1";FALSE;FALSE;
304;350;266400000.00;;TRUE;327;;3;"1";FALSE;FALSE;
306;352;251800000.00;;TRUE;548;;3;"1";FALSE;FALSE;
307;353;1100000.00;;TRUE;548;;3;"1";FALSE;FALSE;
308;354;43700000.00;;TRUE;550;;3;"1";FALSE;FALSE;
309;355;40000000.00;;TRUE;550;;3;"1";FALSE;FALSE;
310;356;10000000.00;;TRUE;550;;3;"1";FALSE;FALSE;
311;357;34700000.00;;TRUE;550;;3;"1";FALSE;FALSE;
312;358;9000000.00;;TRUE;550;;3;"1";FALSE;FALSE;
313;359;40000000.00;;TRUE;550;;3;"1";FALSE;FALSE;
314;360;60000000.00;;TRUE;550;;3;"1";FALSE;FALSE;
315;361;10000000.00;;TRUE;550;;3;"1";FALSE;FALSE;
316;362;17400000.00;;TRUE;549;;3;"1";FALSE;FALSE;
317;363;900000.00;;TRUE;551;;3;"1";FALSE;FALSE;
318;364;1200000.00;;TRUE;549;;3;"1";FALSE;FALSE;
319;365;134200000.00;;TRUE;549;;3;"1";FALSE;FALSE;
320;366;28000000.00;;TRUE;549;;3;"1";FALSE;FALSE;
321;367;2100000.00;;TRUE;549;;3;"1";FALSE;FALSE;
322;368;23100000.00;;TRUE;549;;3;"1";FALSE;FALSE;
323;369;1700000.00;;TRUE;549;;3;"1";FALSE;FALSE;
324;212;23700000.00;0.00;TRUE;1;131;1;"3";FALSE;FALSE;
334;389;8000000.00;;TRUE;124;;3;"1";FALSE;FALSE;
335;390;25000000.00;;TRUE;119;;3;"1";FALSE;FALSE;
336;391;109600000.00;;TRUE;126;;3;"1";FALSE;FALSE;
337;392;174800000.00;;TRUE;115;;3;"1";FALSE;FALSE;
339;394;7150000.00;;TRUE;114;;3;"1";FALSE;FALSE;
340;395;397900000.00;;TRUE;116;;3;"1";FALSE;FALSE;
357;438;3384615.38;286956.50;TRUE;398;129;2;"1";FALSE;FALSE;
367;449;4717948.72;200000.00;TRUE;398;130;2;"1";FALSE;FALSE;
374;457;10000000.00;400000.00;TRUE;1;414;1;"2";FALSE;FALSE;
376;457;10000000.00;;TRUE;414;;3;"4";FALSE;FALSE;
382;468;18600000.00;;TRUE;128;;3;"1";FALSE;FALSE;
383;469;42300000.00;9200000.00;TRUE;1;414;1;"1";FALSE;FALSE;
385;468;20000000.00;0.00;TRUE;1;128;1;"2";FALSE;FALSE;
392;491;22054355.00;;TRUE;396;;3;"1";FALSE;FALSE;
393;491;4618180.00;;TRUE;396;;3;"2";FALSE;FALSE;
394;491;57200.00;;TRUE;396;;3;"3";FALSE;FALSE;
395;491;98059.20;;TRUE;396;;3;"4";FALSE;FALSE;
396;491;78720.00;;TRUE;396;;3;"5";FALSE;FALSE;
398;276;13646769.23;1330560.00;TRUE;398;123;2;"2";FALSE;FALSE;
408;51;103620000.00;;TRUE;129;;3;"5";FALSE;FALSE;
421;539;13257140.67;;TRUE;396;;3;"1";FALSE;FALSE;
422;540;49600.00;;TRUE;396;;3;"1";FALSE;FALSE;
423;541;46600000.00;;TRUE;327;;3;"1";FALSE;FALSE;
424;542;664000000.00;;TRUE;327;;3;"1";FALSE;FALSE;
425;396;1420000000.00;;TRUE;10794;;3;"3";FALSE;FALSE;
427;552;33340000.00;;TRUE;23318;;3;"1";FALSE;FALSE;
429;154;62500000.00;0.00;TRUE;1;128;1;"6";FALSE;FALSE;
437;395;150607000.00;;TRUE;127;;3;"2";FALSE;FALSE;
438;589;40600000.00;;TRUE;8;;3;"1";FALSE;FALSE;
439;590;27000000.00;;TRUE;12;;3;"1";FALSE;FALSE;
440;591;35000000.00;;TRUE;120;;3;"1";FALSE;FALSE;
441;592;35600000.00;;TRUE;380;;3;"1";FALSE;FALSE;
442;593;37700000.00;;TRUE;115;;3;"1";FALSE;FALSE;
443;594;32900000.00;;TRUE;114;;3;"1";FALSE;FALSE;
446;448;7179487.18;368421.05;TRUE;398;119;2;"1";FALSE;FALSE;
447;601;5342133.14;578731.09;TRUE;398;230;2;"1";FALSE;FALSE;
448;602;14808945.00;616633.96;TRUE;398;125;2;"1";FALSE;FALSE;
449;221;1180000000.00;;TRUE;24556;;3;"2";FALSE;FALSE;
457;595;7085000.00;787222.22;TRUE;396;124;2;"2";FALSE;FALSE;
458;612;820512.82;33333.33;TRUE;398;122;2;"1";FALSE;FALSE;
461;615;3491282.05;296000.00;TRUE;398;128;2;"1";FALSE;FALSE;
462;214;5019403.52;;TRUE;120;;3;"3";FALSE;FALSE;
463;400;7370000.00;;TRUE;396;;3;"2";FALSE;FALSE;
466;620;20000000.00;1695652.17;TRUE;398;127;2;"1";FALSE;FALSE;
467;621;2348717.95;210000.00;TRUE;398;127;2;"1";FALSE;FALSE;
487;646;6600000.00;0.00;TRUE;396;24711;2;"1";FALSE;FALSE;
488;647;23780000.00;;TRUE;107;;3;"1";FALSE;FALSE;
489;46;6300000.00;;TRUE;119;;3;"4";FALSE;FALSE;
492;217;77947996.91;;TRUE;123;;3;"3";FALSE;FALSE;
497;651;118000000.00;;TRUE;327;;3;"1";FALSE;FALSE;
500;659;475384.62;40000.00;TRUE;398;126;2;"1";FALSE;FALSE;
503;393;13474335.61;0.00;TRUE;397;114;2;"4";FALSE;FALSE;
