1;1;40500000.00;;TRUE;8;;3;"1";FALSE;FALSE;
2;1;400000000.00;0.00;TRUE;2;8;1;"2";FALSE;FALSE;
3;1;254500000.00;;TRUE;105;;3;"3";FALSE;FALSE;
4;2;1403300000.00;;TRUE;12;;3;"1";FALSE;FALSE;
5;3;231100000.00;;TRUE;110;;3;"1";FALSE;FALSE;
6;3;339000000.00;0.00;TRUE;2;110;1;"2";FALSE;FALSE;
8;4;167060850.00;;TRUE;120;;3;"2";FALSE;FALSE;
9;4;351545150.00;0.00;TRUE;2;120;1;"3";FALSE;FALSE;
10;5;269500000.00;;TRUE;109;;3;"1";FALSE;FALSE;
11;5;400000000.00;0.00;TRUE;2;109;1;"2";FALSE;FALSE;
12;6;3500000.00;;TRUE;112;;3;"1";FALSE;FALSE;
13;7;132600000.00;;TRUE;119;;3;"1";FALSE;FALSE;
15;7;400000000.00;0.00;TRUE;2;119;1;"3";FALSE;FALSE;
16;8;235510000.00;;TRUE;107;;3;"1";FALSE;FALSE;
17;9;171110000.00;;TRUE;107;;3;"1";FALSE;FALSE;
19;6;396500000.00;0.00;TRUE;2;112;1;"2";FALSE;FALSE;
21;11;189150000.00;;TRUE;107;;3;"1";FALSE;FALSE;
22;12;83650000.00;;TRUE;107;;3;"1";FALSE;FALSE;
26;15;98680000.00;;TRUE;107;;3;"1";FALSE;FALSE;
27;16;2530000.00;;TRUE;107;;3;"1";FALSE;FALSE;
29;18;445070000.00;;TRUE;107;;3;"1";FALSE;FALSE;
30;19;183530000.00;;TRUE;107;;3;"1";FALSE;FALSE;
33;22;4910000.00;;TRUE;107;;3;"1";FALSE;FALSE;
34;24;4810000.00;;TRUE;107;;3;"1";FALSE;FALSE;
37;26;218570000.00;;TRUE;107;;3;"1";FALSE;FALSE;
38;27;184700000.00;;TRUE;107;;3;"1";FALSE;FALSE;
41;30;110160000.00;;TRUE;107;;3;"1";FALSE;FALSE;
43;32;28040000.00;;TRUE;107;;3;"1";FALSE;FALSE;
44;33;19060000.00;;TRUE;107;;3;"1";FALSE;FALSE;
45;34;115860000.00;;TRUE;107;;3;"1";FALSE;FALSE;
46;35;188690000.00;;TRUE;107;;3;"1";FALSE;FALSE;
47;36;139100000.00;;TRUE;107;;3;"1";FALSE;FALSE;
48;37;79230000.00;;TRUE;107;;3;"1";FALSE;FALSE;
49;38;17560000.00;;TRUE;107;;3;"1";FALSE;FALSE;
50;39;16140000.00;;TRUE;107;;3;"1";FALSE;FALSE;
51;40;58990000.00;;TRUE;107;;3;"1";FALSE;FALSE;
53;42;4950000.00;;TRUE;107;;3;"1";FALSE;FALSE;
54;43;202600000.00;;TRUE;108;;3;"1";FALSE;FALSE;
55;44;89400000.00;;TRUE;400;;3;"1";FALSE;FALSE;
56;45;72500000.00;;TRUE;108;;3;"1";FALSE;FALSE;
57;46;21800000.00;0.00;TRUE;108;119;2;"1";FALSE;FALSE;
59;48;40700000.00;;TRUE;108;;3;"1";FALSE;FALSE;
60;49;154000000.00;;TRUE;108;;3;"1";FALSE;FALSE;
61;50;650000000.00;;TRUE;115;;3;"1";FALSE;FALSE;
62;50;400000000.00;0.00;TRUE;2;115;1;"2";FALSE;FALSE;
64;51;382300000.00;0.00;TRUE;1;129;1;"2";FALSE;FALSE;
117;138;22500000.00;;TRUE;129;;3;"1";FALSE;FALSE;
119;138;146000000.00;0.00;TRUE;1;129;1;"3";FALSE;FALSE;
121;139;55000000.00;0.00;TRUE;1;129;1;"2";FALSE;FALSE;
122;139;15500000.00;;TRUE;129;;3;"3";FALSE;FALSE;
123;140;30000000.00;0.00;TRUE;1;129;1;"1";FALSE;FALSE;
124;140;1600000.00;;TRUE;129;;3;"2";FALSE;FALSE;
125;142;58700000.00;0.00;TRUE;1;129;1;"1";FALSE;FALSE;
126;142;8140000.00;;TRUE;129;;3;"2";FALSE;FALSE;
127;142;63460000.00;;TRUE;8;;3;"3";FALSE;FALSE;
128;141;323600000.00;0.00;TRUE;2;114;1;"1";FALSE;FALSE;
129;141;365800000.00;;TRUE;114;;3;"2";FALSE;FALSE;
134;144;50000000.00;0.00;TRUE;1;129;1;"1";FALSE;FALSE;
136;144;7400000.00;;TRUE;129;;3;"3";FALSE;FALSE;
137;146;210000000.00;0.00;TRUE;1;129;1;"1";FALSE;FALSE;
138;146;23900000.00;;TRUE;129;;3;"2";FALSE;FALSE;
141;150;42000000.00;0.00;TRUE;1;12;1;"1";FALSE;FALSE;
142;150;2200000.00;;TRUE;12;;3;"2";FALSE;FALSE;
143;151;31000000.00;0.00;TRUE;1;110;1;"1";FALSE;FALSE;
144;151;15000000.00;;TRUE;110;;3;"2";FALSE;FALSE;
145;152;423700000.00;0.00;TRUE;1;481;1;"1";FALSE;FALSE;
146;152;1153900000.00;;TRUE;110;;3;"2";FALSE;FALSE;
148;153;55000000.00;0.00;TRUE;2;110;1;"2";FALSE;FALSE;
151;154;69200000.00;;TRUE;128;;3;"3";FALSE;FALSE;
152;155;58200000.00;0.00;TRUE;1;128;1;"1";FALSE;FALSE;
153;155;3400000.00;;TRUE;128;;3;"2";FALSE;FALSE;
157;157;13900000.00;;TRUE;128;;3;"1";FALSE;FALSE;
158;157;35000000.00;0.00;TRUE;1;128;1;"2";FALSE;FALSE;
159;158;5700000.00;;TRUE;128;;3;"1";FALSE;FALSE;
160;158;18500000.00;0.00;TRUE;1;128;1;"2";FALSE;FALSE;
161;159;600000.00;;TRUE;128;;3;"1";FALSE;FALSE;
162;159;12000000.00;0.00;TRUE;1;128;1;"2";FALSE;FALSE;
165;160;10000000.00;0.00;TRUE;1;117;1;"3";FALSE;FALSE;
167;162;36100000.00;0.00;TRUE;1;117;1;"1";FALSE;FALSE;
169;147;275100000.00;0.00;TRUE;2;216;1;"1";FALSE;FALSE;
170;147;54900000.00;;TRUE;650;;3;"2";FALSE;FALSE;
171;145;78350000.00;;TRUE;218;;3;"1";FALSE;FALSE;
172;145;14250000.00;;TRUE;128;;3;"2";FALSE;FALSE;
173;145;234100000.00;0.00;TRUE;2;218;1;"3";FALSE;FALSE;
174;148;400000000.00;0.00;TRUE;2;217;1;"1";FALSE;FALSE;
175;148;420000000.00;;TRUE;217;;3;"2";FALSE;FALSE;
176;51;227480000.00;;TRUE;8;;3;"4";FALSE;FALSE;
177;186;26820000.00;;TRUE;107;;3;"1";FALSE;FALSE;
188;194;4160000.00;;TRUE;107;;3;"1";FALSE;FALSE;
189;195;642400000.00;;TRUE;105;;3;"1";FALSE;FALSE;
201;160;13400000.00;;TRUE;117;;3;"5";FALSE;FALSE;
203;162;17200000.00;;TRUE;117;;3;"2";FALSE;FALSE;
204;200;105448557.98;;TRUE;120;;3;"1";FALSE;FALSE;
205;200;170000000.00;0.00;TRUE;1;120;1;"2";FALSE;FALSE;
206;201;9900000.00;;TRUE;131;;3;"1";FALSE;FALSE;
207;201;141700000.00;0.00;TRUE;1;131;1;"2";FALSE;FALSE;
210;204;403200000.00;;TRUE;126;;3;"1";FALSE;FALSE;
211;204;1179000000.00;0.00;TRUE;2;126;1;"2";FALSE;FALSE;
212;10;375400000.00;;TRUE;105;;3;"2";FALSE;FALSE;
213;10;8000000.00;0.00;TRUE;107;112;2;"3";FALSE;FALSE;
214;205;38000000.00;;TRUE;119;;3;"1";FALSE;FALSE;
215;205;99000000.00;0.00;TRUE;1;119;1;"2";FALSE;FALSE;
216;206;18900000.00;;TRUE;119;;3;"1";FALSE;FALSE;
217;206;162000000.00;0.00;TRUE;1;119;1;"2";FALSE;FALSE;
218;207;17100000.00;;TRUE;119;;3;"1";FALSE;FALSE;
219;207;71000000.00;0.00;TRUE;1;119;1;"2";FALSE;FALSE;
220;208;102202973.73;;TRUE;130;;3;"1";FALSE;FALSE;
221;208;331000000.00;0.00;TRUE;1;130;1;"2";FALSE;FALSE;
222;209;4100000.00;;TRUE;119;;3;"1";FALSE;FALSE;
223;209;15000000.00;0.00;TRUE;1;8;1;"2";FALSE;FALSE;
224;210;20000000.00;;TRUE;131;;3;"1";FALSE;FALSE;
225;210;21600000.00;0.00;TRUE;1;131;1;"2";FALSE;FALSE;
226;212;10000000.00;;TRUE;131;;3;"1";FALSE;FALSE;
228;213;15000000.00;;TRUE;131;;3;"1";FALSE;FALSE;
229;213;19600000.00;0.00;TRUE;1;131;1;"2";FALSE;FALSE;
233;214;33200000.00;0.00;TRUE;1;120;1;"2";FALSE;FALSE;
236;216;12100000.00;0.00;TRUE;1;112;1;"1";FALSE;FALSE;
237;216;61000000.00;;TRUE;112;;3;"2";FALSE;FALSE;
238;217;293000000.00;0.00;TRUE;1;123;1;"1";FALSE;FALSE;
240;218;17600000.00;;TRUE;112;;3;"1";FALSE;FALSE;
241;218;10600000.00;0.00;TRUE;1;112;1;"2";FALSE;FALSE;
256;163;171050000.00;;TRUE;328;;3;"1";FALSE;FALSE;
257;164;200170000.00;;TRUE;329;;3;"1";FALSE;FALSE;
258;266;1688612.86;157000.00;TRUE;398;129;2;"1";FALSE;FALSE;
261;267;665230.77;56400.00;TRUE;398;129;2;"1";FALSE;FALSE;
263;268;17435897.44;4618975.00;TRUE;398;131;2;"2";FALSE;FALSE;
264;269;1620656.41;175571.11;TRUE;398;8;2;"1";FALSE;FALSE;
265;270;262112.99;28395.57;TRUE;398;8;2;"1";FALSE;FALSE;
266;272;1846153.85;200000.00;TRUE;398;109;2;"1";FALSE;FALSE;
268;273;3599753.85;305196.52;TRUE;398;123;2;"1";FALSE;FALSE;
269;274;334769.23;28382.61;TRUE;398;123;2;"1";FALSE;FALSE;
270;275;2785018.15;1268421.70;TRUE;398;12;2;"1";FALSE;FALSE;
